ERR1464420	ERR1464446	ERR1464459	ERR1464475	ERR1464486	ERR1464501	ERR1464510	ERR1464524	ERR1464534	ERR1464625	ERR1464634	ERR1464643	ERR1464652	ERR1464660	ERR1464666	ERR1464672	ERR1464676	ERR1464682	ERR1464685	ERR1464688	ERR1464690	ERR1464692	ERR1464694	ERR1465454	ERR1465498	ERR1467340	ERR1467609	ERR1467634	ERR1467646	ERR1467653	ERR1467659	ERR1467667	ERR1467677	ERR1467821	ERR1467823	ERR3933565	ERR3933661	ERR3933700	ERR3933789	ERR3933880	ERR3933953	ERR3935242	ERR3935541	ERR3935581	ERR3935617	ERR3935667	ERR3935700	ERR3935745	ERR3935804	ERR3937260	ERR3938814	ERR3938882	ERR3938913	ERR3939008	ERR3939175	ERR3939206	ERR3939273	ERR3939371	ERR3939383	ERR3939592	ERR3939664	ERR3939966	ERR3939979	ERR3939992	ERR3940006	ERR3940022	ERR3940033	ERR3940047	ERR3940064	ERR3940080	ERR3940096	ERR3940108	ERR3940123	ERR3940136	ERR3940153	ERR3940170	ERR3940183	ERR3940194	ERR3940209	ERR3940223	ERR3940237	ERR3940244	ERR3940251	ERR3940258	ERR3940261	ERR3940266	ERR3940269	ERR3940275	ERR3940285	ERR3940289	ERR3940302	ERR3940305	ERR3940311	ERR3940313	ERR3940316	ERR3940318	ERR3940830	ERR3940874	ERR3940899	ERR3940936	ERR3947638	ERR3947664	ERR3947704	ERR3947715	ERR3947723	ERR3947731	ERR3947739	ERR3947770	ERR3947778	ERR3947786	ERR3947794	ERR3947802	ERR3947808	ERR3947841	ERR3947849	ERR3947856	ERR3947914	ERR3947930	ERR3947950	ERR3947957	ERR3948042	ERR3948068	ERR3948088	ERR3948099	ERR3948200	ERR3948233	ERR3949567	ERR3949568	ERR3949576	ERR3949593	ERR3949608	ERR3949619	ERR3949643	ERR3949649	ERR3949664	ERR3949676	ERR3949696	ERR3949710
ERR3947715	22163.4546946093	14150.1443455535	19313.143219062	18138.0033906712	14116.9716299212	19715.60607742	15017.7183686471	26149.6646058797	28058.2125945328	15679.3371352235	17741.7654983939	16044.6244892176	19026.3247896171	21548.485932891	20999.7618319828	24755.7517155105	18540.2775599504	16586.4400641006	14119.5360051242	17442.1050048439	18159.1525132645	17906.2796806037	16887.3716723474	20997.4774675436	15239.6787039622	18183.2422301415	28202.1788342674	20110.7972989636	27893.6988941947	29372.5935524938	17375.0589351518	18664.2084482573	17125.248961694	18077.8931571132	15699.8230244802	61008.2431069769	35044.7977879742	101506.568142165	9879.39446524938	13671.1532432345	53080.9024508815	68580.4682179992	45634.5310592757	29599.2578792104	73575.6110677988	47499.5503557665	22795.2623805913	121991.595923654	28315.1702802579	33293.4434836651	99684.7876759538	88432.7090787114	120966.188333765	82712.9642256883	92735.2698006535	81316.4381044817	136127.672094986	223656.358315609	168801.026880763	143545.158849053	93001.9072062503	17906.7801684167	36926.0485836218	15845.3609614928	14156.8968704303	16309.6848528719	13686.977825656	14222.7220320162	37266.3350223764	18331.3469772409	15693.3243450838	16366.9236266319	23707.6128279504	35629.0270987014	18501.1065344752	16935.7067759217	18334.6862531105	16898.6815757916	17127.1750735491	17334.0548920326	15982.8529368195	29547.822423996	24158.8313459074	18746.2652547114	24273.8671826308	22190.0660206318	24854.888392427	20213.6334190566	17089.4016279096	31311.6329500714	13686.5363039741	35049.7027376838	18968.5511307532	22916.6386714981	20598.5684454042	37307.3989578475	48945.0720297764	53461.0221282759	74894.07131409	99343.2128129547	81620.9002278215	43555.3874853617	97977.7588639381	0	45206.4013276881	91852.2591012328	125508.962074427	53773.1961389687	37572.36609531	108909.288988589	14286.5459786472	98407.7946252227	39737.8738988386	104252.117546839	164616.239657574	124144.999645576	161345.190724732	69543.1502881484	229267.776492904	101571.162492117	76184.1751612499	14770.6063179546	49040.3065039361	14913.4076253551	46716.1312396478	98657.0039987025	28497.6357440402	13161.6177197182	9016.02811663761	57700.8076633248	65565.3407525653	13681.9217217465	55854.0606044001	81236.7792689986	24227.5833710257	18933.1401251879	34440.202511019	16497.5404227418
ERR3947723	51501.6994379797	48594.5769196523	50340.876253796	49901.8385232448	48584.9277965914	50496.6478491395	48854.2545332543	53338.6471519479	54299.8122924932	49061.6747981558	49759.1857248488	49179.6329388498	50231.5374640275	51240.0582259622	51011.7272595234	52669.2848252186	50049.4576693894	49359.055045655	48585.6729705373	49653.1302940711	49909.5295609967	49818.0807839885	49460.9911243194	51010.7869082609	48922.9407129212	49918.2994401853	54374.3433247704	50652.2505817856	54214.9864797548	54990.5043893944	49629.6181125747	50095.4987798305	49542.7136216821	49880.0214715271	49068.2256047638	76873.7193584387	59483.9748251577	107836.731232915	50818.2356246259	48446.1619119616	73347.7286219553	80479.4270854359	65107.9433556306	44166.761144553	85961.1586182969	66125.9910549551	43696.9180148898	141753.620768572	52086.3537502866	57180.9382574298	109992.105239422	99907.7091920338	129591.763013704	94882.2468747447	103735.416256937	93667.3338309573	143846.965317312	228436.80293683	175085.673305956	150885.449762394	103973.847985924	49818.2606781891	59369.5156203923	49114.9853405251	48596.5436013715	49266.744777791	48461.7342137072	48615.7602326653	59581.7593479749	49972.4384336006	49066.1466797628	49285.7231863346	52184.8371368542	58571.6133720081	50034.9604176919	49477.514943659	49973.6634738739	49464.8537852888	49543.3794467031	49615.277687422	49159.5149386159	55084.3002224772	52391.368115368	50126.128735421	52444.5130495079	51513.1570669086	52715.9539228875	50693.1681491698	49530.3338268581	56050.1978497846	48461.6095172251	58221.0269833846	50209.6828609781	51830.2869855068	50847.8843512687	59607.4520341207	65988.618799002	78149.4421221291	85301.2479217039	101391.492734844	96411.9459766268	59468.8818122554	115968.609429449	45206.4013276881	0	91778.0810379036	133500.312988397	70275.378746756	65363.0107400202	121468.573437742	47127.1193369593	91112.1224316501	65247.3932582751	114589.326527386	141534.744412812	132893.319011905	169832.68905308	82577.4374087741	217918.699287142	111101.499346318	83263.044959934	48991.6510642375	57248.4175763837	48818.2137936242	65846.5268712026	111565.315860262	51267.3361898197	48374.8454881253	48381.6592935794	62244.8510962955	84891.5787048397	48461.5670918719	78498.663702002	93851.6488134332	38274.5682797337	43486.6385226543	41070.5633513834	51504.0694411616
ERR3947731	92779.1574977915	91197.477635075	92139.8439492926	91900.7100571046	91192.3364652973	92225.042504734	91336.1111882918	93811.2909036007	94361.0970474591	91447.2249715649	91823.3281089288	91510.563963949	92080.1519166862	92634.1761338654	92508.0717505235	93432.3315828092	91980.9503864795	91607.1140032258	91192.7334769608	91765.8998157812	91904.8864968561	91855.2567575749	91662.0786585161	92507.5532159402	91372.8687795234	91909.6493301982	94404.0053864241	92310.332628585	94312.3098010011	94760.2374100023	91753.1798631524	92006.0107764705	91706.202047626	91888.8652830146	91450.7396634932	106473.887836408	96493.2520334971	107224.543132624	92449.9340021398	91115.7103193516	106329.682229376	110494.88494496	100704.140098608	80910.2948517678	115067.241863182	101554.415738559	87056.6927524817	161436.444900153	93254.4091933459	96047.9397020051	134364.467907256	126242.217094758	150829.612682656	122303.670398725	129292.627813808	121363.571338355	163240.609077521	241120.135942646	191338.809492481	169475.561574523	129484.00706651	91855.3543240676	97366.7623267817	91475.8372795789	91198.5255966345	91557.4091048889	91126.761733313	91208.7669251153	97496.3233563194	91939.0647331155	91449.6242255812	91567.6227222264	93160.10008582	96882.3044420394	91973.0628227635	91670.9959910985	91939.7305956462	91664.1630136882	91706.5617499642	91745.4238695315	91499.7537155155	94814.6990292117	93275.9479930384	92022.6917830597	93305.8088759751	92785.518115706	93458.6476416174	92332.7911307787	91699.5146661093	95379.0946696392	91126.6954190703	96670.7556813331	92068.2316219878	92961.9581872069	92417.8249257144	97512.026740295	97072.9103509316	109622.866551646	113294.310289617	124487.045430438	123030.719497205	92803.2273953875	140414.531997226	91852.2591012328	91778.0810379036	0	146048.650746934	104680.281089611	96207.0626097689	144427.678946939	89951.260391392	116689.954696195	101803.849799504	136181.189343463	151525.515973383	153159.298597898	105387.888051711	111979.079903346	224991.300694049	128556.674420273	115333.263592946	90070.1062339775	93605.4169906849	91315.7292420096	98977.4612020333	135422.2570924	87648.9827721919	88627.3792289945	91087.9740964744	44648.8965261181	115368.738053253	91126.5481295105	104234.074831602	76477.8854833213	84613.3483913738	87417.7902774944	71073.7993285852	92015.2393791376
ERR3947739	128383.245001051	127244.903465718	127921.993316239	127749.857299333	127241.218797212	127983.373904582	127344.299982371	129131.111015123	129531.085716904	127424.018481603	127694.201575483	127469.482026091	127879.004953902	128278.509965621	128187.475480251	128856.067439605	127807.592751761	127538.813178577	127241.503331264	127652.911835179	127752.861780079	127717.163000906	127578.298291677	128187.10127388	127370.66648173	127756.288185748	129562.347014864	128044.847772177	129495.549386842	129822.140349788	127643.768144003	127825.62947234	127610.003624324	127741.336669067	127426.540861784	134650.493055169	128308.559998934	160018.020425826	125616.681511653	127189.391074885	135659.144726775	142415.53434229	134293.786870428	128992.477974493	145189.774078618	134933.959843325	127465.388313848	167348.985413716	129458.02285297	130765.026868808	161022.035035581	154309.37401208	174996.73594956	151104.180365733	156814.760587133	150344.278171801	185800.382085183	256930.351434002	210914.261132338	191301.46758977	156972.588744022	127717.233171565	131736.752415565	127444.553971521	127245.654550558	127503.116405051	127194.230352638	127252.994837057	131832.539985392	127777.451668908	127425.74034315	127510.450795219	128658.811509356	131379.094398614	127801.916323661	127584.705341197	127777.930774449	127579.795861257	127610.262122605	127638.193077151	127461.721552002	129861.898503757	128742.720201959	127837.636609881	128764.356485015	128387.841725765	128875.150242395	128061.039543649	127605.197860432	130274.5455989	127194.182842613	131223.170724533	127870.421931735	128515.412309186	128122.362977741	131844.153795305	135416.95013919	133420.417882721	100426.963495866	158423.360174565	148574.254946811	131292.822690351	152686.18460424	125508.962074427	133500.312988397	146048.650746934	0	135444.596363236	127557.553790436	162666.257622778	127087.573574288	151635.785314681	131197.558418593	162275.338810307	200914.40612858	30722.99119552	188030.996777127	144029.333133914	257062.383687307	161723.321827744	147460.807735479	121126.451074899	134135.043389116	127331.408843223	134669.43209578	157887.503416198	128699.547357401	126591.066714836	126269.220921015	131845.097087453	139549.299242239	127193.205034703	130387.587664624	138414.108670323	127488.637709405	127121.954594791	127630.39031516	125134.926287588
ERR3947770	55852.331938783	53183.5580231334	54783.7727799026	54380.6162708736	53174.7416260766	54926.9458644844	53420.9333875776	57550.579649557	58442.514944174	53610.6880388603	54249.7419533033	53718.6581552443	54683.3182424037	55611.1634925938	55400.8506793894	56930.7605956569	54516.1090963029	53882.968116094	53175.4224806912	54152.481808316	54387.6739620293	54303.7670056139	53976.3613167838	55399.9848285178	53483.7551598614	54395.7218630289	58511.7693289137	55070.0320228707	58363.7104457899	59084.7993226684	54130.9239898969	54558.3809877089	54051.2572564228	54360.5967590497	53616.6830566756	85821.6174865051	60497.8780702266	114378.678218451	54867.4178360892	53055.8970897675	64103.1770507515	77524.6992770691	39196.7227201459	56927.2909420429	90749.9977906336	38310.4230595278	51113.9923504318	141722.732562564	45043.1625554867	61128.6973360303	112095.143306925	102218.4342181	131381.440770757	97312.3769620288	105962.703457396	96128.181949936	145461.360398561	229456.817013572	176414.429497703	152425.315771364	106196.13459538	54303.9320399545	63180.6720682837	53659.4793396283	53185.355014327	53798.4207853725	53062.2052029502	53202.9142152946	63380.1545043873	54445.4088147017	53614.7804994108	53815.801099677	56482.8749710919	62431.497106829	54502.7999464248	53991.5032481964	54446.5332137869	53979.9008706018	54051.8675440544	54117.7763586051	53700.2406605408	59172.1054974386	56673.7451647586	54586.5067576228	56722.8779858709	55862.8972485316	56973.9390949932	55107.6694753099	54039.9103163579	60072.3115669773	53062.0913176252	62102.7046190422	54663.2435096931	56155.4680062414	55250.0251674151	63404.3080239821	57369.6698177704	66126.0259353305	64907.6795379407	73031.4152197532	89093.0722952127	63187.0071612828	115396.741093499	53773.1961389687	70275.378746756	104680.281089611	135444.596363236	0	68809.6887291317	102559.185678319	51197.7489251237	117075.382348297	67588.4389744282	109752.217991255	172079.69148043	131714.175083778	167369.678893759	67899.4496074895	213959.54909515	91326.2515326234	67301.0466931979	48747.7969553497	49865.0551488715	53359.3684183012	51686.624178795	86104.2641394722	58591.586904606	50655.8989457299	52864.2479186075	77196.7720439139	87438.2512919832	53058.0578894479	68287.5522551512	101603.358896249	56821.5092460593	50520.9459135515	61696.8803587345	57465.451420832
ERR3947778	50771.4661399491	47819.9710894936	49593.5535226102	49147.8404103375	47810.1656345175	49751.6650274139	48083.8321580134	52633.9055077618	53607.7078786251	48294.5614225867	49002.9926943243	48414.3886153693	49482.5634441063	50506.0421731895	50274.3776391116	51955.4645152942	49297.7174116612	48596.6361387288	47810.922883793	48895.297084689	49155.6494209974	49062.7954971993	48700.168090059	50273.4234959188	48153.6172784558	49164.5537760692	53683.1998021727	49909.5904411166	53521.7851720213	54307.2030397442	48871.4203088062	49344.4599423279	48783.1651494652	49125.688504081	48301.2162683301	49225.8649187599	38950.1767133347	106624.131855786	37041.8843878116	47668.6815949424	62566.1629876725	77526.9638964406	64581.5133842495	53879.2648706346	83150.0302585633	65942.4837111858	48929.0973859114	96539.6625848672	54060.8458313408	56524.1225407348	109652.085908112	99533.2461291201	129303.293732217	94487.8695971076	103374.81954035	93267.8195091962	143587.137864086	228273.278473412	174872.266886433	150637.763123992	103614.081060443	49062.9781607273	58737.178294501	48348.7178113339	47821.9696269403	48502.8748632491	47684.9705043424	47841.4973845928	58951.6986693344	49219.5218587097	48299.1043291695	48522.1520441952	51464.2978772663	57930.5672508046	49282.9990260333	48716.9499661052	49220.7656380922	48704.0910909956	48783.8413411654	48856.8573385559	48393.9524940875	54402.1769784997	51673.7088082518	49375.5558044666	51727.5910709169	50783.0885236414	52002.7742240739	49951.1163639012	48770.5925533	55379.9729866312	47684.8437766131	57576.0776017262	49460.3778998907	51104.7490748169	50108.1238124119	58977.6658320758	67078.1539400124	47630.3178553324	87453.1889412845	106009.805074814	87071.4429190191	61823.543047936	69738.0017780837	37572.36609531	65363.0107400202	96207.0626097689	127557.553790436	68809.6887291317	0	106955.491088583	47679.9061030955	85082.8735469131	33118.4976108519	110479.22268463	167514.17066923	131638.580306079	155607.287136561	83501.9010681793	232055.673819883	110786.022313286	89357.3372980641	46816.1864636581	65846.313989471	48050.8641857771	65370.8090970274	100310.192263797	50329.726494389	44072.4464603453	42636.435533473	67816.8610081593	65142.2519107223	47680.5952353785	52517.8627897214	66103.4308640633	50493.9316948086	48698.2322985137	53927.7686818211	26130.0553003625
ERR3947786	114936.913548259	113663.987071543	114421.470332276	114228.991674618	113659.862132593	114490.08906888	113775.248789005	115771.673266823	116217.634918286	113864.467613914	114166.744785861	113915.342895503	114373.407779081	114819.913856439	114718.199815897	115464.811154741	114293.557403731	113992.918051956	113660.180665878	114120.56080742	114232.351774793	114192.42629877	114037.093500317	114717.781673113	113804.759034937	114236.183716019	116252.476373624	114558.803851996	116178.026364713	116541.94362546	114110.332770525	114313.726424258	114072.562538062	114219.462408996	113867.290364705	112262.789494115	95879.6728926418	148110.428052855	108884.691407929	113589.597327396	119617.063410702	125597.267784773	121181.356466249	111467.468980865	132258.324380736	121877.167287396	112270.63952343	136825.03177416	116237.051924075	117591.363420108	150520.205507433	143316.500818992	165384.685179735	139859.607546282	146010.635355785	139038.262640181	176776.747571619	250482.418518746	203010.004797793	182549.960287588	146180.129005279	114192.504780305	118671.009248257	113887.448105575	113664.827897639	113952.977986536	113607.256519995	113673.045151434	118777.334108827	114259.85145273	113866.394520069	113961.184448917	115244.636656115	118273.84725289	114287.209761198	114044.261302356	114260.387238973	114038.768894618	114072.85171328	114104.09646897	113906.658980061	116586.230670693	115338.304582649	114327.152649753	115362.454897597	114942.048015511	115486.106735832	114576.901459238	114067.186429753	117045.690779285	113607.203327958	118100.622496243	114363.811164197	115084.524155075	114645.4377374	118790.224298972	122668.696129045	111146.486696611	134624.176231463	147646.629782058	133417.461121099	120347.13407888	117705.782823105	108909.288988589	121468.573437742	144427.678946939	162666.257622778	102559.185678319	106955.491088583	0	113633.242952932	133238.170210342	113348.272558518	144119.336756037	199212.302684849	166301.263143128	189273.443013012	82553.0004542536	171387.378969398	150328.917071866	134795.639940615	112225.815118448	122587.618192051	113761.000298872	121758.610455277	141777.98340363	116400.707261597	112869.833759956	111449.922139946	126604.625014255	120296.403179812	113597.65155143	88149.046154794	122351.873798483	115395.631165136	114238.513641416	117617.012829777	106182.745340286
ERR3947794	17973.0791463233	5660.33877078042	14311.196700486	12680.6946576282	5576.89322114024	14849.8475749753	7572.6293320088	22707.2193145704	24881.2408050724	8812.17697280303	12107.1504905159	9446.84206494424	13921.7055348833	17209.01205764	16516.7444431401	21086.965002105	13249.7072420488	10340.3502842022	5583.38132317684	11663.6133766513	12710.9271888403	12346.9713695303	10816.476875582	16513.8399532029	8003.79016466574	12745.3186700059	25043.4770149834	15370.6544428011	24695.5722347145	26354.5461353445	11563.1104379401	13422.5752745142	11184.230058435	12594.5651373916	8848.57576110416	69710.3648032342	41567.5569404794	102327.820879759	16566.8586943935	4361.95839044803	54421.8407902563	68992.1117592439	41136.4389683891	26348.6483714061	73945.4745471283	43052.1390641627	18319.5464736439	133878.285505903	24143.5617090768	30663.7608424016	98837.5927671248	87476.6076445583	120268.996711538	81689.9461439411	91823.9789760823	80275.6249181531	135508.508810333	223280.047171708	168302.10790718	142958.124914256	92093.2548778682	12347.697194214	34573.7749457591	9104.30195017718	5677.19816458788	9890.33214811313	4375.63846769817	5839.40681918977	34936.9800641097	12955.7374162955	8837.04017191277	9984.43984407738	19846.0010077597	33184.9426999656	13194.8396352514	10891.7865384885	12960.4617973281	10834.1261299654	11187.1790903695	11501.4046533456	9341.54366258596	26549.7016932394	20382.884535806	13536.4438092137	20519.1003214079	18005.8845936544	21203.2621782593	15504.961335005	11129.2631382316	28499.6703138826	4374.2571940845	32562.1638101647	13842.6436059013	18894.0513919064	16003.5581043717	34980.778536219	46216.7653779448	60652.334604696	71635.051364538	96064.9241815138	83048.5830703932	42781.6845040024	109981.606353063	14286.5459786472	47127.1193369593	89951.260391392	127087.573574288	51197.7489251237	47679.9061030955	113633.242952932	0	105003.233526401	46336.2772997573	104861.912108258	162005.986090021	123749.747785602	163042.339409124	68746.7639965693	227957.488374477	97937.6389750131	73691.2388754593	8036.67201022911	44268.4423715134	7344.98801905081	41927.6936403614	99551.0730027557	25751.6017560073	7636.40366926736	7182.97340938974	54936.9878770214	71178.1474751907	4374.29331435376	62852.2176219742	88215.8352791606	18658.2459518573	10709.1445503364	30161.3311874658	26358.0352454427
ERR3947802	108221.422366369	106868.536623274	107673.836357771	107469.273292416	106864.149381352	107746.752424377	106986.865549001	109107.573036889	109580.659009699	107081.740497622	107403.108791133	107135.836721426	107622.760464504	108097.15436125	107989.108395245	108781.913836814	107537.897631486	107218.317133781	106864.488170767	107354.015118206	107472.844732984	107430.407180649	107265.282626766	107988.664196757	107018.247705707	107476.917675378	109617.610017734	107819.764899577	109538.650589643	109924.550428919	107343.142342676	107559.333449032	107302.990112112	107459.144589932	107084.742041058	70639.5712897523	88082.8066821216	129016.107277347	98272.2825928044	106778.044859419	109475.123493879	113213.611663969	115072.201004413	98655.3568135051	120130.262785861	115876.695651024	96415.8131013788	103437.67165303	107225.595269973	111036.529637773	145456.916057642	137989.135695532	160790.162183512	134395.282603222	140785.254199437	133540.333386584	172485.943325826	247472.875584376	199284.831863843	178398.066592662	140961.031065327	107430.490602063	112179.278830807	107106.176287831	106869.430914551	107175.852480864	106808.196768787	106878.170628992	112291.750636456	107502.073547444	107083.7894548	107184.577827223	108548.184881185	111759.04932935	107531.151198153	107272.90291122	107502.643014021	107267.063789404	107303.297530877	107336.512864915	107126.603245879	109971.502422218	108647.626145259	107573.602691367	108673.263330959	108226.875428426	108804.5174246	107838.993462476	107297.274816279	110458.480403272	106808.140190718	111575.710604952	107612.561845725	108378.179828783	107911.80916378	112305.38523152	115757.34890278	92797.1616268515	124094.080152923	122198.439519496	123894.265545262	113894.077949646	90840.7879149009	98407.7946252227	91112.1224316501	116689.954696195	151635.785314681	117075.382348297	85082.8735469131	133238.170210342	105003.233526401	0	97704.406067485	142319.443084914	112994.505857586	161853.947403207	183743.14883282	126509.161371815	208592.732867183	145164.93291081	128649.788177051	105973.420629892	100165.132920593	106966.947932527	115573.269517653	131088.80732923	104902.932980923	104627.567619629	102758.975530121	100414.400909431	105318.333717354	106804.873273648	98313.9638047414	84091.5042498349	92407.4412533969	99275.7213723476	89035.598521041	87174.8271979933
ERR3947808	49511.974208266	46480.5706828133	48303.3577197279	47845.6271042611	46470.4826099321	48465.6784642493	46751.9917329733	51420.0527518205	52416.4111705485	46968.6967990384	47696.8249362576	47091.8978275457	48189.3961468703	49239.7614941421	49002.1108014747	50725.3793381577	47999.5703939108	47279.2434372632	46471.2616893495	47586.1733384814	47853.6486174252	47758.2633478229	47385.6538205394	49001.1318848861	46823.761841612	47862.7951962691	52493.6163452281	48627.7804757733	52328.5324082379	53131.5924662531	47561.6393640926	48047.5758285473	47470.9492005374	47822.8720070219	46975.5394753482	65639.1585640767	46444.2812410742	108645.473978441	41438.8181660626	46332.7575587726	64983.9020912102	79334.6986822286	61601.6098572107	53570.8435905204	84531.4797220538	62875.7285444869	49077.3624291282	115752.2402375	51759.6675414362	55395.5796521708	109074.624730044	98896.7183530374	128813.957263955	93817.1163327887	102762.089950526	92588.2280422301	143146.638018502	227996.454974633	174510.75480325	150217.939990535	103002.77476845	47758.4510008438	57651.9724727611	47024.3801660373	46482.6268083033	47182.8643259394	46341.6683773901	46502.7169958918	57870.5157398826	47919.2565468205	46973.3679333301	47202.6805912546	50222.1840624241	56829.960742552	47984.4538262133	47402.9010715589	47920.5340746532	47389.6856393878	47471.6440836001	47546.6752255087	47070.8875420891	53228.6640448546	50436.7524529484	48079.5104696377	50491.9547452859	49523.8921733743	50773.8352205149	48670.4000599954	47458.0289729778	54227.6241780884	46341.5379762045	56468.5622979725	48166.614973444	49853.6778382498	48831.525554707	57896.967822158	64932.5488333856	59408.7766664152	85215.5300517459	104166.296622276	89158.6240696883	62730.5527075922	79506.4039559079	39737.8738988386	65247.3932582751	101803.849799504	131197.558418593	67588.4389744282	33118.4976108519	113348.272558518	46336.2772997573	97704.406067485	0	111981.951764559	170263.881257887	131424.973665586	165212.729709305	82733.3733266086	233619.762674308	108889.509384513	86955.0579954956	45900.5797022216	64472.2849292624	46715.655587822	63062.364164373	102486.184103029	46322.224266544	41357.639765828	42922.816671323	72689.5339302709	73234.834320834	46338.9725177415	64576.3723973405	84330.7285869155	50563.0473171861	47773.3385163733	56120.4736348509	32487.1547538408
ERR3947841	106403.829024147	105027.533018728	105846.840330734	105638.739456697	105023.068870606	105921.014109571	105147.933750502	107304.990871814	107785.988890022	105244.466457862	105571.427716026	105299.506561047	105794.882399859	106277.435766018	106167.537901187	106973.844233065	105708.552156389	105383.424223167	105023.413599064	105521.48186033	105642.372781948	105599.199613444	105431.207092587	106167.086081327	105179.864584435	105646.516293724	107823.554931193	105995.284211138	107743.280741771	108135.587846925	105510.42024369	105730.358856858	105469.570298736	105628.435224612	105247.520398345	120319.77640438	108598.133736266	145094.859216307	104591.574220871	104962.545205421	116049.049414461	119930.917406647	111975.844564799	107548.954388223	127397.099735434	112639.053658134	104039.713946166	160627.7281387	107281.267931545	109265.774540796	144109.725560075	136568.298451727	159572.475154708	132936.039349756	139392.920810205	132071.644242812	171351.391056507	246683.446388281	198303.663059965	177301.350068182	139570.451210133	105599.284481477	110426.849864514	105269.328728742	105028.442985698	105340.219892499	104966.134867394	105037.335881105	110541.104721276	105672.107904593	105246.5511834	105349.09727188	106736.156071877	109999.925813611	105701.688964746	105438.95992943	105672.687232794	105433.019239705	105469.883061469	105503.675604218	105290.112047618	108183.316259948	106837.283936835	105744.874901813	106863.355435809	106409.375230757	106996.829784812	106014.843691815	105463.755646193	108678.307242062	104966.077296429	109813.650194318	105784.507556636	106563.260249487	106088.911432817	110554.955221374	114208.678028423	116077.240051614	126182.524150534	139859.22917348	129432.619285094	112305.13276783	141499.590391633	104252.117546839	114589.326527386	136181.189343463	162275.338810307	109752.217991255	110479.22268463	144119.336756037	104861.912108258	142319.443084914	111981.951764559	0	192342.757950488	160962.258831069	188675.855458509	121333.636873705	244248.590622341	143610.036163912	127596.649956024	104723.457983395	113187.433485348	105130.961405287	112982.885115401	141032.763572866	106967.270629852	104579.095721851	104473.362413584	117146.641838339	123150.715446562	104964.82681832	115270.108341235	130299.684792405	106411.354370669	105257.097442405	108563.263758971	105059.460625876
ERR3947849	165405.367146898	164523.38235643	165047.612094208	164914.232023801	164520.532593959	165095.190359986	164600.269203911	165986.510644691	166297.865443306	164661.951798222	164871.122395646	164697.136380691	165014.295720098	165324.087788199	165253.462154352	165772.627414782	164958.960499271	164750.801973769	164520.75265449	164839.145180992	164916.559438402	164888.906870656	164781.370545945	165253.171881813	164620.668702323	164919.213722962	166322.216339249	165142.850057155	166270.187330742	166524.670871916	164832.064326089	164972.935459123	164805.918913733	164907.631654815	164663.903755498	156923.21306295	160816.208881443	177356.157944967	165212.47688961	164458.43417107	168685.933651861	168089.161506624	169836.282478156	151548.142872158	174139.963009643	170339.326166919	151076.324432387	211629.178562409	163320.208740376	167260.784812221	191845.702717053	186247.310831593	203716.802147	183600.520718216	188328.295861243	182975.626417837	213069.143394814	277290.251130472	235290.253586926	217882.834078318	188459.734428869	164888.961222394	168021.575462796	164677.84374651	164523.963257636	164723.169520866	164484.19413123	164529.640426885	168096.687900149	164935.608765967	164663.28426823	164728.846733048	165619.345678577	167741.301798335	164954.562531626	164786.331110927	164935.97993464	164782.530008493	164806.119070258	164827.74710588	164691.130134564	166555.668072269	165684.537265854	164982.239098638	165701.349979413	165408.935027706	165787.461027666	165155.404794999	164802.197816049	166877.605193147	164484.157392133	167619.206593397	165007.644335043	165507.972874421	165202.959353033	168105.796372404	170143.926994177	175297.82375717	171764.284748023	160637.968360534	183387.869039912	169783.486069759	194763.203329068	164616.239657574	141534.744412812	151525.515973383	200914.40612858	172079.69148043	167514.17066923	199212.302684849	162005.986090021	112994.505857586	170263.881257887	192342.757950488	0	205539.619898452	230836.953109765	177735.692118944	193391.118935178	192618.016091434	179981.385843092	164637.452257984	147739.492746523	164583.516045806	170149.239748522	191187.751085157	160501.598484252	163852.617873502	164109.704320007	144168.430788436	177203.031241003	164484.099976259	175243.411627941	164370.819384099	143962.379936565	153253.738512312	136657.10945282	160188.69574661
