ERR1464420	ERR1464446	ERR1464459	ERR1464475	ERR1464486	ERR1464501	ERR1464510	ERR1464524	ERR1464534	ERR1464625	ERR1464634	ERR1464643	ERR1464652	ERR1464660	ERR1464666	ERR1464672	ERR1464676	ERR1464682	ERR1464685	ERR1464688	ERR1464690	ERR1464692	ERR1464694	ERR1465454	ERR1465498	ERR1467340	ERR1467609	ERR1467634	ERR1467646	ERR1467653	ERR1467659	ERR1467667	ERR1467677	ERR1467821	ERR1467823	ERR3933565	ERR3933661	ERR3933700	ERR3933789	ERR3933880	ERR3933953	ERR3935242	ERR3935541	ERR3935581	ERR3935617	ERR3935667	ERR3935700	ERR3935745	ERR3935804	ERR3937260	ERR3938814	ERR3938882	ERR3938913	ERR3939008	ERR3939175	ERR3939206	ERR3939273	ERR3939371	ERR3939383	ERR3939592	ERR3939664	ERR3939966	ERR3939979	ERR3939992	ERR3940006	ERR3940022	ERR3940033	ERR3940047	ERR3940064	ERR3940080	ERR3940096	ERR3940108	ERR3940123	ERR3940136	ERR3940153	ERR3940170	ERR3940183	ERR3940194	ERR3940209	ERR3940223	ERR3940237	ERR3940244	ERR3940251	ERR3940258	ERR3940261	ERR3940266	ERR3940269	ERR3940275	ERR3940285	ERR3940289	ERR3940302	ERR3940305	ERR3940311	ERR3940313	ERR3940316	ERR3940318	ERR3940830	ERR3940874	ERR3940899	ERR3940936	ERR3947638	ERR3947664	ERR3947704	ERR3947715	ERR3947723	ERR3947731	ERR3947739	ERR3947770	ERR3947778	ERR3947786	ERR3947794	ERR3947802	ERR3947808	ERR3947841	ERR3947849	ERR3947856	ERR3947914	ERR3947930	ERR3947950	ERR3947957	ERR3948042	ERR3948068	ERR3948088	ERR3948099	ERR3948200	ERR3948233	ERR3949567	ERR3949568	ERR3949576	ERR3949593	ERR3949608	ERR3949619	ERR3949643	ERR3949649	ERR3949664	ERR3949676	ERR3949696	ERR3949710
ERR3933700	104166.61457492	102760.359346394	103597.598278145	103384.970063351	102755.796702668	103673.381303978	102883.413303603	105086.963163848	105578.066671066	102982.06873529	103316.189975241	103038.317353303	103544.511699076	104037.503401418	103925.236901342	104748.804818957	103456.303626217	103124.075084337	102756.149037418	103265.153343226	103388.682591471	103344.567926911	103172.904340238	103924.77533293	102916.046732276	103392.916420807	105616.418037159	103749.260411822	105534.465014989	105934.952305648	103253.850005702	103478.584958435	103212.106944873	103374.441178659	102985.189765325	109597.058204132	105105.383468213	0	101634.323675617	102690.267119138	112257.223584944	120154.615071582	111466.036472999	82865.2417422408	118759.544180668	112273.297840582	101372.907657816	155124.704363941	102312.99426759	107088.366534372	142465.861742384	134832.521681529	158089.479687929	131152.199062768	137692.756283691	130275.968520675	169971.19749534	245726.741489403	197112.281565609	175967.83085837	137872.475904366	103344.654646479	108272.7940528	103007.477068415	102761.289389536	103079.923787321	102697.605765665	102770.378465782	108389.319556864	103419.065698739	102984.199258915	103088.995809446	104506.05615944	107837.342511766	103449.291012554	103180.826862358	103419.657647857	103174.75615188	103212.426548357	103246.957955186	103028.716657056	105983.671751832	104609.339927179	103493.416838947	104635.966550704	104172.279892493	104772.278513928	103769.243246735	103206.165106548	106488.887805254	102697.546922991	107647.32476936	103533.911352754	104329.464658839	103844.912682326	108403.444986772	96622.6734157154	110512.21124835	124077.797062972	137511.29881577	125922.859505334	108786.548364216	138145.680779386	101506.568142165	107836.731232915	107224.543132624	160018.020425826	114378.678218451	106624.131855786	148110.428052855	102327.820879759	129016.107277347	108645.473978441	145094.859216307	177356.157944967	160449.727500548	190053.992391636	119583.138811456	241603.968733959	136691.253897241	123826.667148074	102764.691402252	109216.268449348	102866.514653701	111035.774595398	140343.312109983	104862.987288175	102494.174053943	101595.335576984	112505.115683688	119367.700078371	102696.755099662	114279.89731357	124718.399468563	101001.526107282	101459.498456281	102431.837623856	101093.222384095
ERR3933789	23729.2100795623	16494.9468626001	21091.5667507182	20021.0852353213	16466.4985652688	21460.703856118	17244.9572919158	27489.3005731321	29310.7485574831	17824.0932448189	19662.8311796648	18146.2575204917	20829.2515948125	23155.8617416843	22646.1185195168	26166.8479186928	20386.2350373972	18627.0416599094	16468.6970947917	19392.8779194837	20040.2471791143	19811.3992186317	18895.5023484426	22644.0002428899	17438.5920876658	20062.0782821721	29448.5921225447	21824.3179733067	29153.303843647	30571.3254374095	19332.5983768349	20499.0088540885	19108.3970808647	19966.6448859091	17842.1167466195	59503.1520845745	34669.4925691161	101634.323675617	0	16084.3862176957	52983.1800291375	68870.8611823607	46462.038698275	31722.7709067162	73863.6960691787	48349.3323738808	24494.1825338181	119594.314434257	30388.1314825377	34355.640963312	100044.557977933	88838.0589724922	121262.836050457	83146.2033889702	93121.8929790412	81757.0779382434	136391.347955066	223816.941499074	169013.737202039	143795.233982215	93387.4265144939	19811.8515792947	37886.5378597728	17970.3130468003	16500.7398622001	18381.0366138583	16099.3803918039	16557.2494394449	38218.2732864791	20196.4098047153	17836.3986275257	18431.8440748613	25177.5215817602	36623.5478756496	20350.6174353507	18938.7130238567	20199.4407595854	18905.6109660598	19110.123312004	19295.7546107946	18091.6631352676	30739.7218107126	25602.8478689383	20573.7490020657	25711.4238228846	23754.0673780302	26260.6581029494	21919.1163827377	19076.2767593679	32438.7892036679	16099.0050313676	36060.2045057984	20776.4919801202	24434.1771909758	22274.5978414875	38258.31548827	49991.2543851422	51898.911452939	75511.6115243212	99749.5728462032	81500.620298253	45447.2669365277	97292.3469703553	9879.39446524938	50818.2356246259	92449.9340021398	125616.681511653	54867.4178360892	37041.8843878116	108884.691407929	16566.8586943935	98272.2825928044	41438.8181660626	104591.574220871	165212.47688961	124453.087089071	161186.637184973	70630.9116676261	230033.093990843	102043.5405648	77449.1445788783	16964.8344524785	49947.4180814184	17154.4277666147	47570.1456903382	98268.7502871589	30539.3917424693	15888.2279691601	11393.1019481088	58540.5311899371	64811.719642361	16094.5275482072	55072.8527588684	79941.7174008665	26301.0644841611	20979.5779271176	35940.0988312498	16134.4064966766
ERR3933880	17433.3738845927	3595.88459214141	13627.2264969802	11903.401530655	3463.0462024062	14191.8611887236	6183.49949462277	22282.4765230438	24494.2257481228	7651.49750048969	11290.4403811366	8374.5910944953	13217.5956966462	16644.5500690166	15927.7681424611	20628.8885788837	12507.8252706056	9370.90150412435	3473.48499348997	10813.4558768231	11935.6030848885	11547.2357298186	9893.79214457227	15924.7562304734	6704.5960355565	11972.2219742202	24659.0083336699	14735.9414018922	24305.600980021	25989.4796600471	10704.9742643315	12690.8028902824	10294.5593883371	11811.6053946955	7693.38963006554	70383.1505120366	41936.7901370622	102690.267119138	16084.3862176957	0	55319.8504697907	69299.9345887137	43590.2091070919	27375.4860413473	74041.8731597196	45595.6068607492	19682.5114759271	133813.738999402	26027.1658272659	30350.5713290541	98740.8765152508	87367.3156048645	120189.527501359	81572.9014563047	91719.8673461753	80156.5150627196	135437.981788714	223237.251407555	168245.328247176	142891.274856095	91989.4480089972	11548.0118202226	34296.3097869144	7986.19214644877	3622.36524939162	8871.84428402573	192.777073325642	3871.64344949273	34662.4224052503	12195.9863479753	7680.11913970089	8976.63578407858	19358.5822569733	32895.765274576	12449.6885101596	9976.06961683809	12201.0049176287	9913.0842829061	10297.7632037254	10638.2921561687	8255.62771689712	26187.3559375512	19908.6145424537	12811.1772292791	20048.0529977352	17467.192991434	20747.7535651453	14875.9798668861	10234.8155332668	28162.4245937739	158.357191184992	32267.4055821041	13134.2960603148	18381.4071550575	15394.9609613016	34706.5673612358	47377.3458205501	61681.9233001047	73787.4985685245	99445.2082455459	83590.9715639195	42565.8855892838	109971.54288724	13671.1532432345	48446.1619119616	91115.7103193516	127189.391074885	53055.8970897675	47668.6815949424	113589.597327396	4361.95839044803	106778.044859419	46332.7575587726	104962.545205421	164458.43417107	123853.520603978	163005.460199958	68817.2471768524	229502.680295895	101175.787118263	76367.2700179861	8841.5507689545	47289.1557442084	5926.35385376202	44786.0589804461	101439.674491788	25959.5649809468	8131.71027521271	6060.42919272224	56276.6000039093	71062.3505592096	141.02836594104	62718.4508019769	88787.8776804582	20805.5364026021	13464.1848620702	32139.0925509729	26593.1183391493
ERR3933953	58006.6380770339	55441.6623307779	56978.4945220563	56590.9754642911	55433.2050760192	57116.1663629484	55669.4099304097	59643.5771563041	60504.6661919558	55851.5259415533	56465.2245191675	55955.1723435823	56881.9160366456	57774.4630697681	57572.0534113558	59045.7329533642	56721.1885365601	56112.933722984	55433.8581915421	56371.786950566	56597.7575262483	56517.1318185911	56202.621460213	57571.2202146176	55729.6971461357	56605.4912088924	60571.5628657541	57253.781578163	60428.55099206	61125.2860034209	56351.078161824	56761.8182760207	56274.5545428838	56571.7381560793	55857.2804565349	67076.413231478	61441.4356358964	112257.223584944	52983.1800291375	55319.8504697907	0	85583.0657198023	56380.4874934582	61295.3213548962	90457.9700468676	56746.9354855397	58238.4151226662	127302.486185463	53372.1180111863	63103.1276245481	113183.957480731	103411.29228474	132311.639915013	98564.6274684788	107113.872126817	97395.6592615913	146302.065764636	229990.691011615	177108.266359874	153227.817206929	107344.799971866	56517.2903897559	65092.8905564963	55898.3613444974	55443.3861339655	56031.7513290456	55325.2627558153	55460.2304268563	65286.5304867704	56653.2401456439	55855.4542189033	56048.4391040464	58614.0106373894	64365.9763306671	56708.3969090998	56217.1637580552	56654.3207266666	56206.0208162791	56275.1407195042	56338.4486474379	55937.4912290496	61209.681807701	58797.9631364897	56788.8527617877	58845.3223714511	58016.811072309	59087.3659423061	57289.9844039078	56263.6559867913	62080.3487023068	55325.1535289329	64047.1154619785	56862.6175004282	58298.5734388072	57426.930607512	65309.9789771823	64036.8968564218	63358.7539018879	79015.3005499568	92951.383814336	89572.035116994	69665.3749720763	107664.669790048	53080.9024508815	73347.7286219553	106329.682229376	135659.144726775	64103.1770507515	62566.1629876725	119617.063410702	54421.8407902563	109475.123493879	64983.9020912102	116049.049414461	168685.933651861	134016.213690732	168981.764030915	85880.139991735	234746.569787505	102664.369130677	79888.6451005398	53119.7010345503	62187.0628426846	55624.0022292535	61668.8403734009	91708.6092632529	61105.829427314	53683.2235433008	53443.5358673058	78848.4256913225	69566.0808943554	55323.560830807	74591.0797548876	93763.1826198322	58650.3077826536	49821.3650555663	60333.0765169488	53884.6302854534
ERR3935242	71465.514095961	69399.766325255	70633.5506823776	70321.3207213858	69393.0102315788	70744.6542432713	69581.8427896244	72800.4528832067	73507.5797112107	69727.631495699	70220.1625176131	69810.6793836015	70555.6660800534	71277.1928950629	71113.2264631552	72311.4667532059	70426.1519110621	69937.1930734999	69393.5319608391	70145.0497754474	70326.778690624	70261.908834019	70009.1729918301	71112.5519229904	69630.085365451	70333.0027725249	73562.6526982272	70855.8053302621	73444.9414119175	74019.2558257647	70128.4083235888	70458.8791991471	70066.9332353001	70305.8404544032	69732.2409219724	87039.0741104247	75475.2357465679	120154.615071582	68870.8611823607	69299.9345887137	85583.0657198023	0	81161.9167343897	72118.1283173655	99446.5636057878	82078.0335839011	61414.5521680326	140360.747408241	73035.6181941387	75660.7848227865	120636.469920999	111518.810144298	138740.476073134	107039.877765252	114960.563873008	105964.447278321	152140.869233089	233748.299664404	181961.225696575	158812.196036702	115175.760145093	70262.0363852344	77328.0935042369	69765.1520818238	69401.1434343844	69872.0745434111	69306.8131066492	69414.600791188	77491.1653480576	70371.4378352468	69730.7780682247	69885.4575001123	71959.3766440483	76717.1985476529	70415.8499487154	70020.8479311698	70372.3077708839	70011.901988162	70067.4040264087	70118.2603891454	69796.5082865898	74088.9653794679	72109.2928338643	70480.6600565006	72147.9147931526	71473.7714899669	72345.4660500574	70885.0615926938	70058.1803146499	74809.8879761225	69306.7259145893	76449.8701306941	70540.1085411697	71702.6729557553	70995.7886286222	77510.9217981569	82643.527024202	86172.1703800015	99566.7219858121	114542.918397429	105815.14762547	80975.9400315921	113670.13092717	68580.4682179992	80479.4270854359	110494.88494496	142415.53434229	77524.6992770691	77526.9638964406	125597.267784773	68992.1117592439	113213.611663969	79334.6986822286	119930.917406647	168089.161506624	141569.944628088	175224.902856301	97507.0591854764	233686.425880923	121586.903583404	101324.50887125	69476.3016286849	80349.7725261248	69556.4671328267	81990.5135183333	118980.722762135	72985.2153658534	69079.6575556075	68558.976450936	85729.4554397729	94709.214646728	69305.8718940899	88197.0914656487	104043.099843286	69146.9915686865	68719.0093933258	72032.679333758	67856.3468439025
ERR3935541	46946.569086569	43737.7206767797	45670.1119551945	45185.7144681812	43726.9998170467	45841.7576888147	44026.0546722052	48954.7401586404	50000.249189379	44256.1096121202	45028.1230788049	44386.8403921703	45549.5626762761	46659.3920984832	46408.5296254902	48224.5670587098	45348.6881508164	44585.5539272532	43727.827775914	44910.8968068998	45194.208091303	45093.1976799162	44698.3774537734	46407.4960001076	44102.2610758224	45203.8927859095	50081.1792592786	46013.1045790218	49908.1162036797	50749.4913964662	44884.9005568688	45399.4967152721	44788.7907517048	45161.6191693788	44263.3716293732	81917.0073183829	59768.3876727489	111466.036472999	46462.038698275	43590.2091070919	56380.4874934582	81161.9167343897	0	51433.56159163	85919.1855932073	17015.2492488356	47829.6396390355	140505.592603996	33052.8443707951	53115.1108819326	107934.325026842	97637.624202968	127849.835138728	92488.8970417531	101550.932492026	91242.1214735826	142279.670842324	227453.134161743	173800.311567615	149392.015362268	101794.481034091	45093.3964234232	55464.3551211046	44315.2015565765	43739.9057383529	44483.3389596599	43590.0789974049	43761.2550894053	55691.4836487591	45263.670940391	44261.0670228362	44504.3572473528	47694.9948212598	54609.4240676461	45332.6876326564	44716.6612013911	45265.0234176455	44702.6516439461	44789.5272468911	44869.0437161302	44364.5490566511	50851.1104598513	47920.8801776428	45433.2927047996	47978.9771983522	46959.1381415801	48275.5331612195	46058.1436990246	44775.0965716435	51895.8570889816	43589.9403647218	54233.2304680442	45525.4605358364	47306.8066244172	46228.3749119521	55718.9702166147	47893.9223179727	59163.6781987057	54753.6402716751	63918.0020103883	85174.7559609066	60851.3054913368	118184.861572877	45634.5310592757	65107.9433556306	100704.140098608	134293.786870428	39196.7227201459	64581.5133842495	121181.356466249	41136.4389683891	115072.201004413	61601.6098572107	111975.844564799	169836.282478156	128974.611586932	168534.332143335	78983.4186332802	231146.216008396	84673.5398634071	58879.273993486	38539.8147893837	37272.8348666961	43948.3226073533	39947.4839382908	78923.8400294867	50728.2066704511	40672.0368066317	43674.7429528784	71193.2015574521	83057.8365658533	43589.9422458897	76367.7202029758	98815.3585785125	48307.5399601346	40176.3659133078	54161.3817770559	51053.814950501
ERR3935581	32471.5455591507	27629.8594278002	30597.0594665566	29869.2101335137	27612.8853074068	30852.6768692767	28084.0597492599	35312.7102613209	36748.4127684448	28443.3500136675	29630.268139185	28646.3352280881	30416.8305712479	32054.9495866083	31688.6816387176	34293.2907432343	30115.1861857104	28953.2820419378	27614.1964214061	29451.8178386326	29882.0576098769	29729.0665679231	29126.7208761989	31687.1678601922	28203.3748689762	29896.7029118597	36858.4513782118	31106.6988766086	36622.9570761292	37761.5121386843	29412.1610902701	30191.6416247941	29265.2814611444	29832.746571511	28454.6479507303	69971.3108352273	45334.1445601436	82865.2417422408	31722.7709067162	27375.4860413473	61295.3213548962	72118.1283173655	51433.56159163	0	77594.4666519463	53108.7565943696	26157.5544346179	136534.123240309	35671.511392146	40885.6444977941	102470.676005382	91561.5999314123	123272.061988919	86050.0842416787	95723.6272400916	84708.5925570718	138180.771661617	224911.869766804	170461.048990671	145493.625894745	95981.9633629152	29729.36802221	43894.3687846175	28535.2065175635	27633.3182227542	28795.6310401422	27395.5454225682	27667.0990347741	44181.0171114247	29987.0110047667	28451.0628272478	28828.0893574305	33544.4995938231	42808.9957719169	30091.0865539947	29154.7716677734	29989.0524525201	29133.2796986539	29266.4086112389	29387.9568190781	28611.7831496046	37897.9729932882	33864.903351405	30242.4372033737	33947.0643060633	32489.7149418089	34364.9243269936	31173.2821980619	29244.3190209654	39288.6867304062	27395.3248383734	42328.0546328319	30380.7254521679	32990.2239307344	31424.2512878191	44215.6597146305	47590.6798753706	67448.8294487013	76580.5319973686	98179.9840140545	87160.4156082335	49956.2720987065	112091.384793837	29599.2578792104	44166.761144553	80910.2948517678	128992.477974493	56927.2909420429	53879.2648706346	111467.468980865	26348.6483714061	98655.3568135051	53570.8435905204	107548.954388223	151548.142872158	126803.723170891	165075.830517372	67444.67761803	217381.257349846	102889.655607354	80095.5628483875	28486.9716186189	48085.4592262567	28024.8032642515	52433.4323023012	104828.0305405	35004.4737997874	28079.358967042	27722.0702690113	55448.5575466125	75960.3998738817	27392.5215159174	65676.8027312536	88884.0199417196	23614.656275288	24532.8754123931	30437.2571694626	35553.5263089331
ERR3935617	76070.847004618	74133.5391371544	75289.7904167623	74996.947984568	74127.2144896866	75394.0326750068	74304.01674876	77326.3215147339	77992.4248501096	74440.5578498711	74902.1046633537	74518.3535446134	75216.7273616714	75893.9542124404	75739.9830802727	76866.1322234962	75095.2523932106	74636.8878906402	74127.7028984441	74831.6915952058	75002.0657048858	74941.2429307121	74704.3396463686	75739.3497463505	74349.1953352556	75007.9018370731	78044.333112661	75498.3391075592	77933.391290255	78474.8640776141	74816.092607139	75125.9456978746	74758.4723760458	74982.4330160072	74444.8754650043	94948.1387231998	68745.3381546705	118759.544180668	73863.6960691787	74041.8731597196	90457.9700468676	99446.5636057878	85919.1855932073	77594.4666519463	0	85402.6481322447	75156.5226776758	144117.418232495	73446.4039555375	80025.0486972673	123420.468051292	114524.665793007	141167.892100151	110168.005750308	117878.688934854	109123.407873838	154357.695467379	235197.197379135	183818.774111895	160937.154408173	118088.567541486	74941.3625176378	81603.235867213	74475.7041188601	74134.8283130136	74575.8731762492	74046.5286289641	74147.4265365967	81757.7810731187	75043.9426069819	74443.5052170436	74588.4121630163	76534.9981773045	81024.5802951178	75085.5910478169	74715.2809269964	75044.7583779174	74706.8971313894	74758.9136223902	74806.5805862024	74505.0778672165	78540.6191088408	76675.9686733725	75146.373837997	76712.2915053383	76078.6045481908	76898.1177728038	75525.7970232688	74750.2688155702	79221.0413842181	74046.447018071	80771.5092220023	75202.1340920589	76293.6915347527	75629.7300140626	81776.5067546909	87756.8783970807	90747.1203014178	97955.8400913391	121454.926223682	109648.652148579	66010.0218375968	124664.498113938	73575.6110677988	85961.1586182969	115067.241863182	145189.774078618	90749.9977906336	83150.0302585633	132258.324380736	73945.4745471283	120130.262785861	84531.4797220538	127397.099735434	174139.963009643	144052.924014058	177352.211776453	101046.258901555	237415.066535382	125085.820939066	85198.4948047793	74343.5736899969	86105.9839384	74279.0973221942	86484.0051917116	123021.075007496	77951.8803557682	74111.5067111714	73484.3468842175	90932.9151902654	98899.188611434	74045.7882934607	88828.7507848669	108890.903081938	75071.516142942	74277.5445676552	78287.2632233367	75004.1140471641
ERR3935667	48814.2662958279	45736.642366925	47587.9330397949	47123.2536758658	45726.3901702288	47752.6857150464	46012.4519559651	50748.5845024273	51757.8705512505	46232.623579027	46972.1631713933	46357.7808463693	47472.2540543421	48538.1408379019	48297.0378698321	50044.5912462076	47279.5490883744	46548.0812064257	45727.1819271645	46859.8004370484	47131.3981333039	47034.5481747194	46656.1592075473	48296.0446620632	46085.3737860506	47140.6848486528	51836.0565726213	47917.1998138456	51668.871750794	52482.0266567517	46834.8859612149	47328.2848516614	46742.7857749193	47100.1495857497	46239.5751818721	82919.7914191781	61163.2451395444	112273.297840582	48349.3323738808	45595.6068607492	56746.9354855397	82078.0335839011	17015.2492488356	53108.7565943696	85402.6481322447	0	49667.8139543105	141112.17674602	32304.1101100154	54772.8696436475	108759.692735866	98549.26638489	128547.394333763	93450.7802054108	102427.750805141	92217.0102313017	142906.81222391	227845.957798246	174314.085908168	149989.421290303	102669.21940874	47034.7387151242	57053.8949941194	46289.192410324	45738.7319347618	46450.1850373064	45595.4738104562	45759.1487245993	57274.7203921591	47198.0100427974	46237.3690752404	46470.3137389882	49534.4806776048	56223.1397380118	47264.2022359417	46673.6760283567	47199.3070923716	46660.2540606028	46743.4914827722	46819.6895440369	46336.4376921662	52580.2974506611	49752.0150546689	47360.7045027837	49807.9762487897	48826.3545639033	50093.7056624882	47960.4508527599	46729.6642187808	53591.344711623	45595.3412751785	55857.8153171067	47449.1285694479	49160.8197449961	48123.9534119964	57301.4475122575	48250.6985856164	58869.0900473245	53304.5272561346	60347.1211409459	85504.8968422277	59426.5649604619	118893.125444661	47499.5503557665	66125.9910549551	101554.415738559	134933.959843325	38310.4230595278	65942.4837111858	121877.167287396	43052.1390641627	115876.695651024	62875.7285444869	112639.053658134	170339.326166919	129485.200192918	169042.502371445	79901.9576481077	231345.918360364	83453.9990054401	57397.7629093678	40322.0202742868	36820.7685145218	45934.9539348849	39953.9791259894	77102.5488554043	52457.8706487406	42529.4713933761	45652.0178633979	72438.8467950726	84091.5081919691	45595.3472406999	74332.3894409429	99710.9646428115	50106.5564771717	41913.6835293678	55787.4986264844	52769.3413830417
ERR3935700	26307.7770440606	20027.6557290163	23955.7489968483	23018.8526212755	20004.2319772592	24281.3824153404	20649.75239561	29743.6609717096	31434.7531086217	21135.7995353855	22707.9424871563	21408.1849767793	23725.122634035	25791.8137206362	25335.1614559687	28525.9119398487	23337.1442340317	21817.2042892759	20006.0417374352	22474.5953467465	23035.5210273178	22836.7086288721	22046.8530860983	25333.2680284246	20811.7326525208	23054.5159784368	31563.3220685022	24603.344833579	31287.9984498849	32613.3356313027	22422.6020345543	23435.7224339255	22229.5875130422	22971.5177992226	21151.0012056167	67514.9112566994	41857.3736514846	101372.907657816	24494.1825338181	19682.5114759271	58238.4151226662	61414.5521680326	47829.6396390355	26157.5544346179	75156.5226776758	49667.8139543105	0	133648.641111685	31269.0782883026	36184.7176028776	100687.324440567	89561.2887580343	121793.674421129	83918.5012973897	93812.1030251428	82542.3740572077	136863.521505915	224104.991073381	169395.003128782	144243.173280402	94075.6884269257	22837.1010638391	39552.6670782136	21259.2538203955	20032.4271619792	21607.5502776229	19703.1411455128	20078.9997509836	39870.5421959622	23171.5060149314	21146.1778579487	21650.7874683578	27621.2113239083	38344.5951993237	23306.0368145251	22083.8985009441	23174.1478591986	22055.5174049488	22231.0713866876	22390.8433963529	21361.9286816523	32771.2407302501	28009.4544930814	23501.1248666952	28108.7359552151	26330.2001321676	28611.9885013258	24687.4742531511	22201.9831771849	34370.0271603035	19702.83444076	37806.9050703704	23678.8162922051	26945.3657796661	25003.6283567006	39908.9266455514	50967.6232426037	63565.1603632053	74739.7402524253	95798.7742353732	84061.1213641598	46871.6028955699	107257.451549997	22795.2623805913	43696.9180148898	87056.6927524817	127465.388313848	51113.9923504318	48929.0973859114	112270.63952343	18319.5464736439	96415.8131013788	49077.3624291282	104039.713946166	151076.324432387	125182.713199547	163791.820079636	70553.5651473404	221198.188272418	102991.612663362	78590.1249649089	21337.8053229473	44512.4988402134	20569.3970256787	48912.8135461456	102715.945310356	28616.1407251222	20176.2104965229	19834.0833415613	52422.6559991002	72899.8028323808	19701.8705457122	63926.0587475874	85969.5668536256	15260.4744028487	16102.6459316474	24770.2987466845	27645.7960095201
ERR3935745	134961.350556372	133878.952808124	134522.655790763	134358.976577674	133875.4507294	134581.025939766	133973.427533224	135672.961119746	136053.705256417	134049.203776076	134306.059665973	134092.421094557	134481.777408688	134861.72424376	134775.136494088	135411.205825072	134413.873212552	134158.329648218	133875.721163324	134266.803220305	134361.833271208	134327.890893887	134195.867082411	134774.780578564	133998.489644473	134365.091143496	136083.468176704	134639.487476743	136019.873025966	136330.835367499	134258.109971055	134431.023565991	134226.009297751	134350.875103216	134051.601493604	85164.4619016641	109881.333947127	155124.704363941	119594.314434257	133813.738999402	127302.486185463	140360.747408241	140505.592603996	136534.123240309	144117.418232495	141112.17674602	133648.641111685	0	136154.491839234	137229.008591478	166314.17352108	159823.938929686	179878.19806747	156731.559907378	162244.191529312	155999.072195959	190405.069601626	260279.684253305	214981.706421733	195776.811826631	162396.743083105	134327.957611214	138155.276714283	134068.724481141	133879.666674966	134124.394649147	133830.791606416	133886.643254658	138246.617123169	134385.213851822	134050.840538208	134131.366984013	135223.512474717	137814.277170401	134408.475785569	134201.958197338	134385.66939968	134197.290803503	134226.255054665	134252.809575815	134085.043938539	136368.695931288	135303.350113735	134442.440772994	135323.9374538	134965.723241125	135429.364973037	134654.886268564	134221.440418437	136761.71166668	133830.746452375	137665.64234405	134473.615821097	135087.082091516	134713.208120065	138257.692144054	141657.97959875	94681.2377348332	152507.577962539	160581.894925922	138834.922307033	140322.087815853	55122.7317537874	121991.595923654	141753.620768572	161436.444900153	167348.985413716	141722.732562564	96539.6625848672	136825.03177416	133878.285505903	103437.67165303	115752.2402375	160627.7281387	211629.178562409	179715.07208078	191358.276512933	150355.528910646	265300.053479075	165200.984500698	152887.672972676	132366.600216973	141691.147380491	133961.369039735	140931.933599167	140724.573220174	136080.005720899	131569.46067002	128075.284434586	145164.911294018	112685.200474596	133825.716190873	105508.049541255	97735.2343528167	135404.01993294	134445.805367814	137584.957698871	109637.635581948
ERR3935804	31329.6106582894	26278.3630578467	29382.3634345503	28623.6431468812	26260.515379558	29648.4553223267	26755.5161602239	34265.5911812419	35743.3780440517	27132.4048510264	28374.2140507891	27345.1230569548	29194.6367506088	30897.6216884083	30517.4667526648	33214.048578877	28880.2297774793	27666.5099714438	26261.8940101433	28187.8130936048	28637.0494290176	28477.3705246815	27847.9640548461	30515.8948746387	26880.7289149681	28652.331109353	35856.5010981272	29912.7054610578	35614.3821791141	36784.1682249307	28146.3754860195	28959.9457354464	27992.8550169503	28585.5907932651	27144.2484331396	73617.5431198298	44868.2750949933	102312.99426759	30388.1314825377	26027.1658272659	53372.1180111863	73035.6181941387	33052.8443707951	35671.511392146	73446.4039555375	32304.1101100154	31269.0782883026	136154.491839234	0	39984.7365753483	102114.556621473	91162.8752014766	122976.194850873	85625.6984263486	95342.3098367142	84277.4518243166	137916.891242516	224749.844037766	170247.20983323	145243.032221859	95601.6763660554	28477.6852289648	43056.4611179321	27228.6842135275	26281.9997146336	27501.4835963444	26031.887023418	26317.515118263	43348.6505672322	28746.5486971915	27140.4902129641	27535.4674737873	32440.3558241891	41949.4142032997	28855.0987348857	27877.3015910794	28748.6782304857	27854.8239807758	27994.0333999944	28121.0817537306	27308.9246950516	36924.2412244314	32771.556447627	29012.8978387199	32856.4515430379	31348.441907055	33288.0047013936	29981.9404975729	27970.9389903164	38350.2821110875	26031.6548840061	41458.5026502405	29157.018228893	31866.8810522775	30242.797522716	43383.9578300551	43037.5979580645	59063.8452947317	62901.5081854164	83660.1006334561	81268.4316324611	46723.8594189307	112232.464153649	28315.1702802579	52086.3537502866	93254.4091933459	129458.02285297	45043.1625554867	54060.8458313408	116237.051924075	24143.5617090768	107225.595269973	51759.6675414362	107281.267931545	163320.208740376	125499.267396268	164957.583293403	72267.3799442044	227928.117752067	92612.3396529858	66992.2753233535	23233.005896784	39825.9893285779	26666.1869602686	40683.7916374568	91494.92425266	36227.9531163437	24560.025834677	26085.8761593319	60575.0220387909	75487.3455222794	26031.5669524522	64783.5600287604	91656.4614088936	31273.5834531318	24273.7770649728	38900.7423708083	36654.2670094493
